,pigmented_uncorrected,notpigmented_uncorrected,pigmented_corrected,notpigmented_corrected
0,88.32594156265259,87.91435956954956,80.35635948181152,82.53604173660278
1,90.51826000213623,85.60830354690552,83.12591910362244,80.20654320716858
2,93.03520321846008,86.55163049697876,85.82956194877625,81.20052814483643
