,SkinID,ROI ID,680 nm,690 nm,700 nm,710 nm,720 nm,730 nm,740 nm,750 nm,760 nm,770 nm,780 nm,790 nm,800 nm,810 nm,820 nm,830 nm,840 nm,850 nm,860 nm,870 nm,880 nm,890 nm,900 nm,910 nm,920 nm,930 nm,940 nm,950 nm,960 nm,970 nm,980 nm,990 nm,1000 nm,1010 nm,1020 nm,1030 nm,1040 nm,1050 nm,1060 nm,1070 nm,1080 nm,1090 nm,1100 nm
10,SKIN03,2,0.050440269718412464,0.049727924881493225,0.045727535370390864,0.043019927448740364,0.04336836020504786,0.04251609013390064,0.04013524587089205,0.03451099738059487,0.0312519622552368,0.030286834394901853,0.030907359266852508,0.028993919017202555,0.026286501641251233,0.020885110067397645,0.01581167898472866,0.012078195420150956,0.009047678599370328,0.006333479079704923,0.004476338372979923,0.003299238756819653,0.0028639599555408774,0.0027177572801767905,0.003677226024066052,0.004628696098820301,0.005635569340988096,0.0040703122038819985,0.004924980179947529,0.004602248992625212,0.00434423167189443,0.0037437227510465753,0.004234759453537233,,,,,,,,,,,,
11,SKIN03,3,0.0824236552549837,0.0856963113612841,0.08239500200449137,0.07879433396209873,0.07708094361901156,0.07425104929298004,0.0721875534418297,0.06795382643666945,0.06704178283531001,0.06907886792482851,0.07155894322959161,0.0702257678784235,0.06998365422520215,0.06644759697937586,0.06338117931708034,0.06344513561170113,0.06260613327092635,0.06049404982694275,0.05825007318939336,0.05355797094151065,0.049020357929673526,0.04407992745270364,0.035162124827147874,0.026055813290195635,0.021837226167245757,0.01804210057316629,0.024645603196752464,0.03200311071333067,0.032564461393969936,0.03391939385032017,0.0340239503801734,,,,,,,,,,,,
12,SKIN04,0,0.07131474950663814,0.06450612661207192,0.0656949574903523,0.06398864348974272,0.06326822491706159,0.06098493634893759,0.05674395798622124,0.050486112348406886,0.045817166393581896,0.046233371167031245,0.04646997123558659,0.0458687311677491,0.04066835434855176,0.034663458526170136,0.028339497296843725,0.02178748624118545,0.016854807902442336,0.012514456312225567,0.010109044833959727,0.007126282712115681,0.004868716107608381,0.003507311209731749,0.0017365973713422006,0.0013038917083884193,0.0012769245959779458,0.0015934495733394944,0.001318376901272721,0.0012837853435285621,0.0011056410412007898,0.0010977897960743068,0.0014468198741985616,,,,,,,,,,,,
13,SKIN04,1,0.0185955163048591,0.015999679566823476,0.01613450564907614,0.015592255565106418,0.015467483272044467,0.014750215237999185,0.013422653920125774,0.011380913947341387,0.009634672612800498,0.009777534421026092,0.009848772172425987,0.00942047771576075,0.008223403928031378,0.006889170191168656,0.005270643555955364,0.0037450788365015596,0.0032686727323219976,0.003119928296939562,0.003298360763206594,0.0033463122479062486,0.003243931426166476,0.0030727498739509507,0.002761660601083353,0.0018083166319470614,0.0016687240986103106,0.001735879451120929,0.0015562576680569215,0.0024234349285386474,0.0028071995095821857,0.0029320105877302747,0.0028189645431936365,,,,,,,,,,,,
14,SKIN04,2,0.05055552279127043,0.044820494670622935,0.04493991897930802,0.043392781243582285,0.04309955772378595,0.04158375178272582,0.038445888478840555,0.03376423735002375,0.030018934485849677,0.02935569525006945,0.029273282270988608,0.028217982396797348,0.02451671960367621,0.02040494349003819,0.01593338717320053,0.011514042900465125,0.008413632996316409,0.0056174379772881726,0.004484954019362953,0.003446511190592059,0.002811622365867001,0.0032003179919324726,0.00379769696477344,0.0051974080265136495,0.005240953312389741,0.004306864428925404,0.005528977436396201,0.004378860903948916,0.004181423027802641,0.0038999584722416458,0.004536197591835335,,,,,,,,,,,,
15,SKIN04,3,0.0833275785141904,0.07844500742148923,0.08193880594618817,0.0801155047917988,0.07706955570484267,0.07348767206895178,0.07029763097375746,0.06729026209072782,0.06575519104541791,0.06801525724351924,0.06930420833155235,0.06960590699448481,0.06658384684126308,0.06556133527001842,0.06487928016590233,0.06268663583172107,0.060954012708492135,0.05886688389163644,0.058757388216944845,0.05371647691677133,0.04830911577958133,0.042803157662613237,0.03416689101146456,0.02561729586720117,0.021567200763919697,0.01790121960310914,0.02467390880857237,0.03171871169623885,0.03228583427900733,0.033466489614488254,0.032541113319478954,,,,,,,,,,,,
16,SKIN05,0,0.06858856087846754,0.06564517774181095,0.06234187679503461,0.060972218475923975,0.06000892905294549,0.0578300086061724,0.05328407341791968,0.04812892916845984,0.04346274639581397,0.04345462815255021,0.04522463914507349,0.04490751101908821,0.0397631206016242,0.0328965185564301,0.02651337919911827,0.02061073746537411,0.016209830575587007,0.012708589445803487,0.009776026809384827,0.007069864882828963,0.0047281335369732365,0.003591016891428329,0.0019763031102747993,0.0010953156565915076,0.001157831530888951,0.0010135429525432982,0.000989849838503236,0.0010798342086560688,0.0013077232645238612,0.0013089132844558168,0.0013070794102544763,,,,,,,,,,,,
17,SKIN05,1,0.01897576087965938,0.017706937128244747,0.016395202855284296,0.01607366887060976,0.015691783137828156,0.015371870533531893,0.013737562040097132,0.011990444261768755,0.010508541382438298,0.010268764680212147,0.010572070373507488,0.010174119098258069,0.009027099214613069,0.007120318694853243,0.005647144520916855,0.004030153772138774,0.0033419467890871413,0.0029568439937331078,0.0029616389557810792,0.00299680347409746,0.0029261849003909685,0.0027758800842506404,0.002736736195686658,0.00202992675795597,0.0013675748826227044,0.001449130457593514,0.0016600566924076885,0.0023291936669294633,0.0024530986695049254,0.002791330077260319,0.002895051768485415,,,,,,,,,,,,
18,SKIN05,2,0.048669341885895785,0.04584713020421132,0.042706393617207204,0.04162506463693155,0.04117525229124726,0.039930881012706296,0.036486296185868565,0.03228881791920871,0.028694795387438445,0.028123680318741445,0.028507447183604772,0.02784113349670061,0.0242034090071806,0.01930612389057109,0.014715114385807053,0.011009136554221598,0.008006198621783114,0.006135777382766479,0.0043930704937623685,0.003536895435756079,0.0029872390197792377,0.003040696930909836,0.0031531401845995397,0.004327696409397898,0.004877588427771793,0.004998348531177065,0.004556227090721549,0.004320004028350504,0.003900009514581111,0.003809144556696329,0.00417744107235281,,,,,,,,,,,,
19,SKIN05,3,0.0804626784527844,0.08009818451145168,0.07771091318639343,0.07692028694909017,0.07390611417335467,0.07006241505386149,0.06623693666043397,0.06394775362269554,0.061956295379487346,0.06438932421748396,0.06711893980166928,0.06826284825884792,0.06546223858584883,0.06254357739793186,0.06049228108426924,0.05934495015336975,0.05869954641217335,0.05795524133958527,0.05614971727115338,0.05251957465390719,0.04772879489997201,0.04127225063893177,0.03315145791229534,0.025497557139331706,0.02073289732442755,0.017652217029676145,0.023801895105436288,0.02990568504518136,0.030075428134665533,0.03198827552231367,0.0320086390490864,,,,,,,,,,,,
