,SkinID,Label,ITA,Wavelengths,Max,Min,FractionClipped,AnyClipping
338,SKIN07,Leg,46.194,700,3219.5555555555557,877.1111111111111,0.0,0.0
351,SKIN07,Forearm,33.218,700,3872.0833333333335,222.16666666666666,2.4688377808988767e-05,0.75
313,SKIN07,Bicep,42.734,730,2804.4444444444443,1004.4444444444445,0.0,0.0
326,SKIN07,Neck,33.54,730,3062.222222222222,1293.111111111111,0.0,0.0
339,SKIN07,Leg,46.194,730,3177.777777777778,869.1111111111111,0.0,0.0
352,SKIN07,Forearm,33.218,730,3806.4166666666665,269.5833333333333,1.2984257958801497e-05,0.5833333333333334
314,SKIN07,Bicep,42.734,760,2611.0,1309.7777777777778,0.0,0.0
327,SKIN07,Neck,33.54,760,2795.3333333333335,1509.6666666666667,0.0,0.0
340,SKIN07,Leg,46.194,760,2940.0,1115.5555555555557,0.0,0.0
353,SKIN07,Forearm,33.218,760,3358.4166666666665,493.8333333333333,2.3773993445692884e-06,0.5
315,SKIN07,Bicep,42.734,800,2525.4444444444443,1511.6666666666667,0.0,0.0
328,SKIN07,Neck,33.54,800,2661.4444444444443,1666.888888888889,0.0,0.0
341,SKIN07,Leg,46.194,800,2802.0,1267.2222222222222,0.0,0.0
354,SKIN07,Forearm,33.218,800,3023.8333333333335,900.8333333333334,0.0,0.0
316,SKIN07,Bicep,42.734,850,2471.6666666666665,1648.111111111111,0.0,0.0
329,SKIN07,Neck,33.54,850,2509.222222222222,1829.0,0.0,0.0
342,SKIN07,Leg,46.194,850,2600.3333333333335,1509.0,0.0,0.0
355,SKIN07,Forearm,33.218,850,2721.8333333333335,1359.25,0.0,0.0
317,SKIN07,Bicep,42.734,910,2429.4444444444443,1707.4444444444443,0.0,0.0
330,SKIN07,Neck,33.54,910,2443.0,1855.3333333333333,0.0,0.0
343,SKIN07,Leg,46.194,910,2442.1111111111113,1701.111111111111,0.0,0.0
356,SKIN07,Forearm,33.218,910,2567.75,1640.3333333333333,0.0,0.0
318,SKIN07,Bicep,42.734,930,2534.3333333333335,1714.2222222222222,0.0,0.0
331,SKIN07,Neck,33.54,930,2578.6666666666665,1815.111111111111,0.0,0.0
344,SKIN07,Leg,46.194,930,2571.0,1757.4444444444443,0.0,0.0
357,SKIN07,Forearm,33.218,930,2704.9166666666665,1676.1666666666667,0.0,0.0
319,SKIN07,Bicep,42.734,950,2410.222222222222,1780.6666666666667,0.0,0.0
332,SKIN07,Neck,33.54,950,2424.6666666666665,1878.111111111111,0.0,0.0
345,SKIN07,Leg,46.194,950,2421.222222222222,1788.4444444444443,0.0,0.0
358,SKIN07,Forearm,33.218,950,2508.0833333333335,1818.75,0.0,0.0
320,SKIN07,Bicep,42.734,980,2391.5555555555557,1826.3333333333333,0.0,0.0
333,SKIN07,Neck,33.54,980,2507.0,1880.0,0.0,0.0
346,SKIN07,Leg,46.194,980,2488.5555555555557,1802.888888888889,0.0,0.0
359,SKIN07,Forearm,33.218,980,2636.75,1815.75,0.0,0.0
321,SKIN07,Bicep,42.734,1030,2340.6666666666665,1899.4444444444443,0.0,0.0
334,SKIN07,Neck,33.54,1030,2333.1111111111113,1944.2222222222222,0.0,0.0
347,SKIN07,Leg,46.194,1030,2322.222222222222,1916.3333333333333,0.0,0.0
360,SKIN07,Forearm,33.218,1030,2343.0833333333335,1917.25,0.0,0.0
322,SKIN07,Bicep,42.734,1080,2293.5555555555557,1937.2222222222222,0.0,0.0
335,SKIN07,Neck,33.54,1080,2317.4444444444443,1971.888888888889,0.0,0.0
348,SKIN07,Leg,46.194,1080,2305.222222222222,1954.3333333333333,0.0,0.0
361,SKIN07,Forearm,33.218,1080,2305.6666666666665,1950.0,0.0,0.0
323,SKIN07,Bicep,42.734,1100,2309.5555555555557,1958.111111111111,0.0,0.0
336,SKIN07,Neck,33.54,1100,2337.1111111111113,1979.7777777777778,0.0,0.0
349,SKIN07,Leg,46.194,1100,2313.222222222222,1959.111111111111,0.0,0.0
362,SKIN07,Forearm,33.218,1100,2313.9166666666665,1965.0,0.0,0.0
324,SKIN07,Bicep,42.734,1210,2579.1111111111113,1779.7777777777778,0.0,0.0
337,SKIN07,Neck,33.54,1210,2602.5555555555557,1822.4444444444443,0.0,0.0
350,SKIN07,Leg,46.194,1210,2619.8888888888887,1816.111111111111,0.0,0.0
363,SKIN07,Forearm,33.218,1210,2780.5833333333335,1719.4166666666667,0.0,0.0
364,SKIN08,Bicep,-15.498,700,4095.0,0.0,0.0013545080368289639,1.0
377,SKIN08,Neck,-20.208,700,4095.0,0.0,0.0012898915418227215,1.0
390,SKIN08,Leg,-17.342000000000002,700,4095.0,0.0,0.0016388206148564295,1.0
403,SKIN08,Forearm,-12.792,700,4095.0,0.0,0.0010383748829588017,1.0
365,SKIN08,Bicep,-15.498,730,4095.0,0.0,0.0011740695224719102,1.0
378,SKIN08,Neck,-20.208,730,4095.0,0.0,0.0010714146379525594,1.0
391,SKIN08,Leg,-17.342000000000002,730,4095.0,0.0,0.0015069054307116107,1.0
404,SKIN08,Forearm,-12.792,730,4095.0,0.0,0.0008236774344569289,1.0
366,SKIN08,Bicep,-15.498,760,4095.0,0.0,0.0005720388576779025,1.0
379,SKIN08,Neck,-20.208,760,4095.0,0.0,0.00040110994069912615,1.0
392,SKIN08,Leg,-17.342000000000002,760,4095.0,0.0,0.0008846363920099876,1.0
405,SKIN08,Forearm,-12.792,760,4095.0,0.0,0.00042811475889513104,1.0
367,SKIN08,Bicep,-15.498,800,4008.8888888888887,0.0,0.0001187480493133583,1.0
380,SKIN08,Neck,-20.208,800,3983.3333333333335,0.0,4.0964419475655426e-05,1.0
393,SKIN08,Leg,-17.342000000000002,800,4095.0,0.0,0.00024212897940074907,1.0
406,SKIN08,Forearm,-12.792,800,4083.25,0.0,0.0001488617743445693,1.0
368,SKIN08,Bicep,-15.498,850,3254.5555555555557,360.0,4.876716604244695e-07,0.2222222222222222
381,SKIN08,Neck,-20.208,850,3223.0,616.2222222222222,0.0,0.0
394,SKIN08,Leg,-17.342000000000002,850,3751.5555555555557,459.22222222222223,0.0,0.0
407,SKIN08,Forearm,-12.792,850,3649.25,70.16666666666667,9.326720505617978e-06,0.75
369,SKIN08,Bicep,-15.498,910,2618.6666666666665,1060.0,0.0,0.0
382,SKIN08,Neck,-20.208,910,2591.8888888888887,1228.111111111111,0.0,0.0
395,SKIN08,Leg,-17.342000000000002,910,2878.6666666666665,1211.2222222222222,0.0,0.0
408,SKIN08,Forearm,-12.792,910,2760.0,808.3333333333334,0.0,0.0
370,SKIN08,Bicep,-15.498,930,2525.777777777778,1202.0,0.0,0.0
383,SKIN08,Neck,-20.208,930,2551.6666666666665,1296.3333333333333,0.0,0.0
396,SKIN08,Leg,-17.342000000000002,930,2666.777777777778,1360.3333333333333,0.0,0.0
409,SKIN08,Forearm,-12.792,930,2617.3333333333335,998.5833333333334,0.0,0.0
371,SKIN08,Bicep,-15.498,950,2509.8888888888887,1463.4444444444443,0.0,0.0
384,SKIN08,Neck,-20.208,950,2566.5555555555557,1574.6666666666667,0.0,0.0
397,SKIN08,Leg,-17.342000000000002,950,2791.1111111111113,1612.2222222222222,0.0,0.0
410,SKIN08,Forearm,-12.792,950,2728.9166666666665,1325.5,0.0,0.0
372,SKIN08,Bicep,-15.498,980,2496.5555555555557,1680.5555555555557,0.0,0.0
385,SKIN08,Neck,-20.208,980,2577.8888888888887,1771.2222222222222,0.0,0.0
398,SKIN08,Leg,-17.342000000000002,980,2743.5555555555557,1802.3333333333333,0.0,0.0
411,SKIN08,Forearm,-12.792,980,2738.0,1599.8333333333333,0.0,0.0
373,SKIN08,Bicep,-15.498,1030,2343.8888888888887,1789.888888888889,0.0,0.0
386,SKIN08,Neck,-20.208,1030,2346.5555555555557,1836.5555555555557,0.0,0.0
399,SKIN08,Leg,-17.342000000000002,1030,2450.6666666666665,1870.111111111111,0.0,0.0
412,SKIN08,Forearm,-12.792,1030,2405.0,1726.0833333333333,0.0,0.0
374,SKIN08,Bicep,-15.498,1080,2293.8888888888887,1885.7777777777778,0.0,0.0
387,SKIN08,Neck,-20.208,1080,2306.222222222222,1910.2222222222222,0.0,0.0
400,SKIN08,Leg,-17.342000000000002,1080,2371.1111111111113,1922.5555555555557,0.0,0.0
413,SKIN08,Forearm,-12.792,1080,2338.6666666666665,1835.75,0.0,0.0
375,SKIN08,Bicep,-15.498,1100,2299.6666666666665,1918.111111111111,0.0,0.0
388,SKIN08,Neck,-20.208,1100,2322.4444444444443,1940.888888888889,0.0,0.0
401,SKIN08,Leg,-17.342000000000002,1100,2374.6666666666665,1955.3333333333333,0.0,0.0
414,SKIN08,Forearm,-12.792,1100,2354.1666666666665,1894.25,0.0,0.0
376,SKIN08,Bicep,-15.498,1210,2570.4444444444443,1760.0,0.0,0.0
389,SKIN08,Neck,-20.208,1210,2611.8888888888887,1797.888888888889,0.0,0.0
402,SKIN08,Leg,-17.342000000000002,1210,2612.6666666666665,1865.6666666666667,0.0,0.0
415,SKIN08,Forearm,-12.792,1210,2695.5,1740.8333333333333,0.0,0.0
416,SKIN09,Bicep,9.376,700,4095.0,0.0,0.00042817571785268413,1.0
429,SKIN09,Neck,7.684,700,4095.0,0.0,0.0007988061797752809,1.0
442,SKIN09,Leg,15.37,700,4095.0,0.0,0.0004525593008739076,1.0
455,SKIN09,Forearm,0.3639999999999999,700,4095.0,0.0,0.000924625468164794,1.0
417,SKIN09,Bicep,9.376,730,4060.5555555555557,0.0,0.0001840960518102372,1.0
430,SKIN09,Neck,7.684,730,4095.0,0.0,0.0005803292759051187,1.0
443,SKIN09,Leg,15.37,730,4095.0,0.0,0.00021701388888888893,1.0
456,SKIN09,Forearm,0.3639999999999999,730,4095.0,0.0,0.0005831943469101123,1.0
418,SKIN09,Bicep,9.376,760,3587.222222222222,61.0,1.6337000624219727e-05,0.5555555555555556
431,SKIN09,Neck,7.684,760,4047.6666666666665,0.0,8.85124063670412e-05,1.0
444,SKIN09,Leg,15.37,760,3889.1111111111113,142.77777777777777,2.682194132334582e-06,0.2222222222222222
457,SKIN09,Forearm,0.3639999999999999,760,4095.0,0.0,0.0001642234316479401,1.0
419,SKIN09,Bicep,9.376,800,3192.6666666666665,536.8888888888889,0.0,0.0
432,SKIN09,Neck,7.684,800,3824.3333333333335,247.33333333333334,3.169865792759051e-06,0.3333333333333333
445,SKIN09,Leg,15.37,800,3416.777777777778,626.7777777777778,0.0,0.0
458,SKIN09,Forearm,0.3639999999999999,800,3959.25,142.5,1.2984257958801499e-05,0.5833333333333334
420,SKIN09,Bicep,9.376,850,2745.1111111111113,1224.0,0.0,0.0
433,SKIN09,Neck,7.684,850,3128.777777777778,1023.1111111111111,0.0,0.0
446,SKIN09,Leg,15.37,850,2888.8888888888887,1255.7777777777778,0.0,0.0
459,SKIN09,Forearm,0.3639999999999999,850,3255.5,820.8333333333334,0.0,0.0
421,SKIN09,Bicep,9.376,910,2436.8888888888887,1583.7777777777778,0.0,0.0
434,SKIN09,Neck,7.684,910,2588.222222222222,1496.2222222222222,0.0,0.0
447,SKIN09,Leg,15.37,910,2478.1111111111113,1643.888888888889,0.0,0.0
460,SKIN09,Forearm,0.3639999999999999,910,2641.75,1341.1666666666667,0.0,0.0
422,SKIN09,Bicep,9.376,930,2528.1111111111113,1637.5555555555557,0.0,0.0
435,SKIN09,Neck,7.684,930,2561.8888888888887,1583.111111111111,0.0,0.0
448,SKIN09,Leg,15.37,930,2567.5555555555557,1728.4444444444443,0.0,0.0
461,SKIN09,Forearm,0.3639999999999999,930,2577.75,1402.0833333333333,0.0,0.0
423,SKIN09,Bicep,9.376,950,2392.6666666666665,1730.3333333333333,0.0,0.0
436,SKIN09,Neck,7.684,950,2590.1111111111113,1751.888888888889,0.0,0.0
449,SKIN09,Leg,15.37,950,2480.8888888888887,1843.2222222222222,0.0,0.0
462,SKIN09,Forearm,0.3639999999999999,950,2608.4166666666665,1645.5833333333333,0.0,0.0
424,SKIN09,Bicep,9.376,980,2402.6666666666665,1795.5555555555557,0.0,0.0
437,SKIN09,Neck,7.684,980,2616.5555555555557,1827.5555555555557,0.0,0.0
450,SKIN09,Leg,15.37,980,2527.777777777778,1861.4444444444443,0.0,0.0
463,SKIN09,Forearm,0.3639999999999999,980,2640.9166666666665,1772.6666666666667,0.0,0.0
425,SKIN09,Bicep,9.376,1030,2316.777777777778,1900.888888888889,0.0,0.0
438,SKIN09,Neck,7.684,1030,2407.8888888888887,1914.7777777777778,0.0,0.0
451,SKIN09,Leg,15.37,1030,2355.4444444444443,1943.111111111111,0.0,0.0
464,SKIN09,Forearm,0.3639999999999999,1030,2412.1666666666665,1834.4166666666667,0.0,0.0
426,SKIN09,Bicep,9.376,1080,2293.1111111111113,1945.5555555555557,0.0,0.0
439,SKIN09,Neck,7.684,1080,2332.6666666666665,1953.888888888889,0.0,0.0
452,SKIN09,Leg,15.37,1080,2287.8888888888887,1972.0,0.0,0.0
465,SKIN09,Forearm,0.3639999999999999,1080,2344.0833333333335,1900.0,0.0,0.0
427,SKIN09,Bicep,9.376,1100,2304.777777777778,1951.3333333333333,0.0,0.0
440,SKIN09,Neck,7.684,1100,2329.0,1970.5555555555557,0.0,0.0
453,SKIN09,Leg,15.37,1100,2321.8888888888887,1973.111111111111,0.0,0.0
466,SKIN09,Forearm,0.3639999999999999,1100,2340.5,1928.75,0.0,0.0
428,SKIN09,Bicep,9.376,1210,2597.4444444444443,1794.888888888889,0.0,0.0
441,SKIN09,Neck,7.684,1210,2602.1111111111113,1853.5555555555557,0.0,0.0
454,SKIN09,Leg,15.37,1210,2591.0,1853.2222222222222,0.0,0.0
467,SKIN09,Forearm,0.3639999999999999,1210,2629.25,1794.4166666666667,0.0,0.0
468,SKIN10,Bicep,42.734,700,2946.0,1069.6666666666667,0.0,0.0
481,SKIN10,Neck,38.072,700,3026.222222222222,1237.888888888889,0.0,0.0
494,SKIN10,Leg,53.91799999999999,700,2995.1111111111113,1225.5555555555557,0.0,0.0
507,SKIN10,Forearm,52.705999999999996,700,2738.0,1459.2857142857142,0.0,0.0
469,SKIN10,Bicep,42.734,730,2837.1111111111113,1218.0,0.0,0.0
482,SKIN10,Neck,38.072,730,2908.777777777778,1370.4444444444443,0.0,0.0
495,SKIN10,Leg,53.91799999999999,730,2905.8888888888887,1332.2222222222222,0.0,0.0
508,SKIN10,Forearm,52.705999999999996,730,2659.1428571428573,1552.357142857143,0.0,0.0
470,SKIN10,Bicep,42.734,760,2635.222222222222,1459.0,0.0,0.0
483,SKIN10,Neck,38.072,760,2695.3333333333335,1607.888888888889,0.0,0.0
496,SKIN10,Leg,53.91799999999999,760,2709.777777777778,1512.4444444444443,0.0,0.0
509,SKIN10,Forearm,52.705999999999996,760,2550.5,1685.857142857143,0.0,0.0
471,SKIN10,Bicep,42.734,800,2524.222222222222,1654.2222222222222,0.0,0.0
484,SKIN10,Neck,38.072,800,2563.1111111111113,1747.888888888889,0.0,0.0
497,SKIN10,Leg,53.91799999999999,800,2594.222222222222,1653.6666666666667,0.0,0.0
510,SKIN10,Forearm,52.705999999999996,800,2552.6428571428573,1699.7857142857142,0.0,0.0
472,SKIN10,Bicep,42.734,850,2428.222222222222,1782.7777777777778,0.0,0.0
485,SKIN10,Neck,38.072,850,2456.5555555555557,1856.2222222222222,0.0,0.0
498,SKIN10,Leg,53.91799999999999,850,2451.3333333333335,1807.111111111111,0.0,0.0
511,SKIN10,Forearm,52.705999999999996,850,2548.785714285714,1712.2142857142858,0.0,0.0
473,SKIN10,Bicep,42.734,910,2443.4444444444443,1824.111111111111,0.0,0.0
486,SKIN10,Neck,38.072,910,2444.1111111111113,1895.888888888889,0.0,0.0
499,SKIN10,Leg,53.91799999999999,910,2440.8888888888887,1874.5555555555557,0.0,0.0
512,SKIN10,Forearm,52.705999999999996,910,2494.714285714286,1765.642857142857,0.0,0.0
474,SKIN10,Bicep,42.734,930,2537.222222222222,1795.7777777777778,0.0,0.0
487,SKIN10,Neck,38.072,930,2549.1111111111113,1891.888888888889,0.0,0.0
500,SKIN10,Leg,53.91799999999999,930,2582.0,1862.3333333333333,0.0,0.0
513,SKIN10,Forearm,52.705999999999996,930,2643.785714285714,1773.7857142857142,0.0,0.0
475,SKIN10,Bicep,42.734,950,2378.1111111111113,1861.2222222222222,0.0,0.0
488,SKIN10,Neck,38.072,950,2377.4444444444443,1845.5555555555557,0.0,0.0
501,SKIN10,Leg,53.91799999999999,950,2362.5555555555557,1912.111111111111,0.0,0.0
514,SKIN10,Forearm,52.705999999999996,950,2414.3571428571427,1805.7857142857142,0.0,0.0
476,SKIN10,Bicep,42.734,980,2416.8888888888887,1853.3333333333333,0.0,0.0
489,SKIN10,Neck,38.072,980,2468.4444444444443,1822.888888888889,0.0,0.0
502,SKIN10,Leg,53.91799999999999,980,2471.6666666666665,1876.888888888889,0.0,0.0
515,SKIN10,Forearm,52.705999999999996,980,2516.0714285714284,1823.2142857142858,0.0,0.0
477,SKIN10,Bicep,42.734,1030,2311.8888888888887,1928.5555555555557,0.0,0.0
490,SKIN10,Neck,38.072,1030,2344.6666666666665,1938.3333333333333,0.0,0.0
503,SKIN10,Leg,53.91799999999999,1030,2340.222222222222,1962.2222222222222,0.0,0.0
516,SKIN10,Forearm,52.705999999999996,1030,2347.785714285714,1908.5,0.0,0.0
478,SKIN10,Bicep,42.734,1080,2294.0,1959.3333333333333,0.0,0.0
491,SKIN10,Neck,38.072,1080,2300.1111111111113,1975.4444444444443,0.0,0.0
504,SKIN10,Leg,53.91799999999999,1080,2289.6666666666665,1976.888888888889,0.0,0.0
517,SKIN10,Forearm,52.705999999999996,1080,2316.0,1947.5,0.0,0.0
479,SKIN10,Bicep,42.734,1100,2309.222222222222,1964.7777777777778,0.0,0.0
492,SKIN10,Neck,38.072,1100,2303.8888888888887,1970.5555555555557,0.0,0.0
505,SKIN10,Leg,53.91799999999999,1100,2303.1111111111113,1976.5555555555557,0.0,0.0
518,SKIN10,Forearm,52.705999999999996,1100,2312.8571428571427,1962.2857142857142,0.0,0.0
480,SKIN10,Bicep,42.734,1210,2570.6666666666665,1794.7777777777778,0.0,0.0
493,SKIN10,Neck,38.072,1210,2569.1111111111113,1842.3333333333333,0.0,0.0
506,SKIN10,Leg,53.91799999999999,1210,2594.777777777778,1822.6666666666667,0.0,0.0
519,SKIN10,Forearm,52.705999999999996,1210,2677.8571428571427,1733.5,0.0,0.0
520,SKIN11,Bicep,14.658000000000001,700,3741.6666666666665,0.0,6.973704744069914e-05,1.0
533,SKIN11,Neck,21.996,700,3209.8888888888887,854.5555555555555,0.0,0.0
546,SKIN11,Leg,21.324,700,4045.3333333333335,86.77777777777777,2.999180711610487e-05,0.6666666666666666
559,SKIN11,Forearm,32.446,700,3919.1666666666665,217.58333333333334,5.248566245318352e-05,0.75
521,SKIN11,Bicep,14.658000000000001,730,3510.3333333333335,20.88888888888889,9.509597378277153e-06,0.5555555555555556
534,SKIN11,Neck,21.996,730,3023.5555555555557,1091.4444444444443,0.0,0.0
547,SKIN11,Leg,21.324,730,3871.3333333333335,202.77777777777777,4.389044943820225e-06,0.3333333333333333
560,SKIN11,Forearm,32.446,730,3902.8333333333335,241.91666666666666,3.767263576779026e-05,0.75
522,SKIN11,Bicep,14.658000000000001,760,3067.0,579.2222222222222,0.0,0.0
535,SKIN11,Neck,21.996,760,2738.3333333333335,1386.6666666666667,0.0,0.0
548,SKIN11,Leg,21.324,760,3369.777777777778,720.3333333333334,0.0,0.0
561,SKIN11,Forearm,32.446,760,3553.25,333.1666666666667,7.86370552434457e-06,0.75
523,SKIN11,Bicep,14.658000000000001,800,2789.6666666666665,1050.5555555555557,0.0,0.0
536,SKIN11,Neck,21.996,800,2604.222222222222,1596.3333333333333,0.0,0.0
549,SKIN11,Leg,21.324,800,2970.5555555555557,1170.888888888889,0.0,0.0
562,SKIN11,Forearm,32.446,800,3204.8333333333335,646.5833333333334,1.8287687265917604e-07,0.08333333333333333
524,SKIN11,Bicep,14.658000000000001,850,2525.1111111111113,1508.3333333333333,0.0,0.0
537,SKIN11,Neck,21.996,850,2451.5555555555557,1801.6666666666667,0.0,0.0
550,SKIN11,Leg,21.324,850,2622.1111111111113,1593.2222222222222,0.0,0.0
563,SKIN11,Forearm,32.446,850,2812.5,1210.4166666666667,0.0,0.0
525,SKIN11,Bicep,14.658000000000001,910,2422.3333333333335,1660.7777777777778,0.0,0.0
538,SKIN11,Neck,21.996,910,2435.222222222222,1866.888888888889,0.0,0.0
551,SKIN11,Leg,21.324,910,2454.4444444444443,1820.6666666666667,0.0,0.0
564,SKIN11,Forearm,32.446,910,2542.9166666666665,1557.6666666666667,0.0,0.0
526,SKIN11,Bicep,14.658000000000001,930,2548.0,1629.5555555555557,0.0,0.0
539,SKIN11,Neck,21.996,930,2531.777777777778,1821.0,0.0,0.0
552,SKIN11,Leg,21.324,930,2561.0,1865.4444444444443,0.0,0.0
565,SKIN11,Forearm,32.446,930,2682.6666666666665,1634.1666666666667,0.0,0.0
527,SKIN11,Bicep,14.658000000000001,950,2377.8888888888887,1809.888888888889,0.0,0.0
540,SKIN11,Neck,21.996,950,2365.6666666666665,1882.0,0.0,0.0
553,SKIN11,Leg,21.324,950,2433.6666666666665,1870.111111111111,0.0,0.0
566,SKIN11,Forearm,32.446,950,2466.9166666666665,1784.8333333333333,0.0,0.0
528,SKIN11,Bicep,14.658000000000001,980,2383.777777777778,1844.111111111111,0.0,0.0
541,SKIN11,Neck,21.996,980,2437.3333333333335,1865.4444444444443,0.0,0.0
554,SKIN11,Leg,21.324,980,2493.0,1852.0,0.0,0.0
567,SKIN11,Forearm,32.446,980,2587.5833333333335,1833.0833333333333,0.0,0.0
529,SKIN11,Bicep,14.658000000000001,1030,2319.0,1906.111111111111,0.0,0.0
542,SKIN11,Neck,21.996,1030,2339.1111111111113,1934.6666666666667,0.0,0.0
555,SKIN11,Leg,21.324,1030,2321.6666666666665,1959.3333333333333,0.0,0.0
568,SKIN11,Forearm,32.446,1030,2372.4166666666665,1922.6666666666667,0.0,0.0
530,SKIN11,Bicep,14.658000000000001,1080,2292.777777777778,1952.888888888889,0.0,0.0
543,SKIN11,Neck,21.996,1080,2307.222222222222,1964.6666666666667,0.0,0.0
556,SKIN11,Leg,21.324,1080,2290.8888888888887,1977.4444444444443,0.0,0.0
569,SKIN11,Forearm,32.446,1080,2314.8333333333335,1953.5833333333333,0.0,0.0
531,SKIN11,Bicep,14.658000000000001,1100,2312.777777777778,1965.111111111111,0.0,0.0
544,SKIN11,Neck,21.996,1100,2310.1111111111113,1964.4444444444443,0.0,0.0
557,SKIN11,Leg,21.324,1100,2304.222222222222,1979.3333333333333,0.0,0.0
570,SKIN11,Forearm,32.446,1100,2325.0,1964.9166666666667,0.0,0.0
532,SKIN11,Bicep,14.658000000000001,1210,2600.222222222222,1692.5555555555557,0.0,0.0
545,SKIN11,Neck,21.996,1210,2572.222222222222,1811.0,0.0,0.0
558,SKIN11,Leg,21.324,1210,2627.6666666666665,1844.4444444444443,0.0,0.0
571,SKIN11,Forearm,32.446,1210,2774.8333333333335,1722.5,0.0,0.0
572,SKIN12,Bicep,67.998,700,2382.0,1915.111111111111,0.0,0.0
585,SKIN12,Neck,42.085,700,2405.777777777778,1822.5555555555557,0.0,0.0
598,SKIN12,Leg,61.162,700,2418.5555555555557,1858.4444444444443,0.0,0.0
611,SKIN12,Forearm,64.144,700,2481.4615384615386,1822.8461538461538,0.0,0.0
573,SKIN12,Bicep,67.998,730,2395.0,1921.4444444444443,0.0,0.0
586,SKIN12,Neck,42.085,730,2386.222222222222,1848.2222222222222,0.0,0.0
599,SKIN12,Leg,61.162,730,2387.6666666666665,1869.888888888889,0.0,0.0
612,SKIN12,Forearm,64.144,730,2527.6153846153848,1785.923076923077,0.0,0.0
574,SKIN12,Bicep,67.998,760,2385.777777777778,1914.5555555555557,0.0,0.0
587,SKIN12,Neck,42.085,760,2361.1111111111113,1878.4444444444443,0.0,0.0
600,SKIN12,Leg,61.162,760,2387.8888888888887,1856.111111111111,0.0,0.0
613,SKIN12,Forearm,64.144,760,2566.6923076923076,1772.076923076923,0.0,0.0
575,SKIN12,Bicep,67.998,800,2351.6666666666665,1937.4444444444443,0.0,0.0
588,SKIN12,Neck,42.085,800,2336.6666666666665,1916.888888888889,0.0,0.0
601,SKIN12,Leg,61.162,800,2385.4444444444443,1877.6666666666667,0.0,0.0
614,SKIN12,Forearm,64.144,800,2666.846153846154,1739.6923076923076,0.0,0.0
576,SKIN12,Bicep,67.998,850,2328.8888888888887,1941.0,0.0,0.0
589,SKIN12,Neck,42.085,850,2340.1111111111113,1920.888888888889,0.0,0.0
602,SKIN12,Leg,61.162,850,2364.6666666666665,1865.3333333333333,0.0,0.0
615,SKIN12,Forearm,64.144,850,2632.076923076923,1748.3076923076924,0.0,0.0
577,SKIN12,Bicep,67.998,910,2418.3333333333335,1903.111111111111,0.0,0.0
590,SKIN12,Neck,42.085,910,2451.222222222222,1894.111111111111,0.0,0.0
603,SKIN12,Leg,61.162,910,2436.8888888888887,1874.888888888889,0.0,0.0
616,SKIN12,Forearm,64.144,910,2532.3076923076924,1784.076923076923,0.0,0.0
578,SKIN12,Bicep,67.998,930,2523.4444444444443,1840.7777777777778,0.0,0.0
591,SKIN12,Neck,42.085,930,2546.5555555555557,1815.6666666666667,0.0,0.0
604,SKIN12,Leg,61.162,930,2548.222222222222,1817.888888888889,0.0,0.0
617,SKIN12,Forearm,64.144,930,2522.6153846153848,1790.6153846153845,0.0,0.0
579,SKIN12,Bicep,67.998,950,2358.3333333333335,1902.4444444444443,0.0,0.0
592,SKIN12,Neck,42.085,950,2332.3333333333335,1882.4444444444443,0.0,0.0
605,SKIN12,Leg,61.162,950,2353.3333333333335,1873.3333333333333,0.0,0.0
618,SKIN12,Forearm,64.144,950,2452.230769230769,1836.3846153846155,0.0,0.0
580,SKIN12,Bicep,67.998,980,2401.6666666666665,1842.4444444444443,0.0,0.0
593,SKIN12,Neck,42.085,980,2379.777777777778,1852.111111111111,0.0,0.0
606,SKIN12,Leg,61.162,980,2400.0,1857.7777777777778,0.0,0.0
619,SKIN12,Forearm,64.144,980,2460.6923076923076,1865.7692307692307,0.0,0.0
581,SKIN12,Bicep,67.998,1030,2311.0,1962.0,0.0,0.0
594,SKIN12,Neck,42.085,1030,2311.0,1955.7777777777778,0.0,0.0
607,SKIN12,Leg,61.162,1030,2323.3333333333335,1952.7777777777778,0.0,0.0
620,SKIN12,Forearm,64.144,1030,2381.6923076923076,1905.1538461538462,0.0,0.0
582,SKIN12,Bicep,67.998,1080,2284.0,1980.6666666666667,0.0,0.0
595,SKIN12,Neck,42.085,1080,2305.5555555555557,1976.111111111111,0.0,0.0
608,SKIN12,Leg,61.162,1080,2291.222222222222,1978.7777777777778,0.0,0.0
621,SKIN12,Forearm,64.144,1080,2320.769230769231,1935.5384615384614,0.0,0.0
583,SKIN12,Bicep,67.998,1100,2297.777777777778,1973.5555555555557,0.0,0.0
596,SKIN12,Neck,42.085,1100,2307.8888888888887,1976.111111111111,0.0,0.0
609,SKIN12,Leg,61.162,1100,2297.8888888888887,1979.111111111111,0.0,0.0
622,SKIN12,Forearm,64.144,1100,2314.153846153846,1951.6153846153845,0.0,0.0
584,SKIN12,Bicep,67.998,1210,2599.0,1786.2222222222222,0.0,0.0
597,SKIN12,Neck,42.085,1210,2566.5555555555557,1781.111111111111,0.0,0.0
610,SKIN12,Leg,61.162,1210,2613.777777777778,1780.0,0.0,0.0
623,SKIN12,Forearm,64.144,1210,2566.3846153846152,1793.3846153846155,0.0,0.0
624,SKIN13,Bicep,40.146,700,3079.5,745.0,0.0,0.0
625,SKIN13,Bicep,40.146,730,2935.5,996.0,0.0,0.0
