,SkinID,Label,ITA,Wavelengths,Max,Min,FractionClipped,AnyClipping
626,SKIN13,Bicep,40.146,760,2682.0,1298.5,0.0,0.0
627,SKIN13,Bicep,40.146,800,2624.0,1551.5,0.0,0.0
628,SKIN13,Bicep,40.146,850,2453.5,1669.5,0.0,0.0
629,SKIN13,Bicep,40.146,910,2412.5,1749.5,0.0,0.0
630,SKIN13,Bicep,40.146,930,2527.0,1754.0,0.0,0.0
631,SKIN13,Bicep,40.146,950,2376.0,1789.0,0.0,0.0
632,SKIN13,Bicep,40.146,980,2440.0,1828.0,0.0,0.0
633,SKIN13,Bicep,40.146,1030,2323.5,1906.0,0.0,0.0
634,SKIN13,Bicep,40.146,1080,2287.5,1949.0,0.0,0.0
635,SKIN13,Bicep,40.146,1100,2302.0,1961.5,0.0,0.0
636,SKIN13,Bicep,40.146,1210,2590.5,1755.0,0.0,0.0
637,SKIN14,Bicep,3.8020000000000005,700,4095.0,0.0,0.0005349758114856429,1.0
650,SKIN14,Neck,1.09,700,4095.0,0.0,0.0004786497347066167,1.0
663,SKIN14,Leg,-8.574,700,4095.0,0.0,0.001318420333957553,1.0
676,SKIN14,Forearm,1.5059999999999998,700,4095.0,0.0,0.000637874531835206,1.0
638,SKIN14,Bicep,3.8020000000000005,730,4010.3333333333335,0.0,0.00034380852059925096,1.0
651,SKIN14,Neck,1.09,730,4087.1111111111113,0.0,0.0003152797284644195,1.0
664,SKIN14,Leg,-8.574,730,4095.0,0.0,0.0010550776373283396,1.0
677,SKIN14,Forearm,1.5059999999999998,730,4095.0,0.0,0.00044804833801498134,1.0
639,SKIN14,Bicep,3.8020000000000005,760,3638.3333333333335,17.333333333333332,2.023837390761548e-05,0.8888888888888888
652,SKIN14,Neck,1.09,760,3785.5555555555557,0.0,5.364388264669163e-05,1.0
665,SKIN14,Leg,-8.574,760,4095.0,0.0,0.00040379213483146065,1.0
678,SKIN14,Forearm,1.5059999999999998,760,3957.0,65.66666666666667,3.035756086142322e-05,0.8333333333333334
640,SKIN14,Bicep,3.8020000000000005,800,3244.5555555555557,452.55555555555554,0.0,0.0
653,SKIN14,Neck,1.09,800,3401.5555555555557,368.0,1.2191791510611735e-06,0.2222222222222222
666,SKIN14,Leg,-8.574,800,3989.222222222222,0.0,2.4627418851435706e-05,1.0
679,SKIN14,Forearm,1.5059999999999998,800,3535.1666666666665,468.75,0.0,0.0
641,SKIN14,Bicep,3.8020000000000005,850,2785.6666666666665,1117.3333333333333,0.0,0.0
654,SKIN14,Neck,1.09,850,2855.222222222222,1111.7777777777778,0.0,0.0
667,SKIN14,Leg,-8.574,850,3245.222222222222,608.2222222222222,0.0,0.0
680,SKIN14,Forearm,1.5059999999999998,850,2968.5833333333335,1138.5,0.0,0.0
642,SKIN14,Bicep,3.8020000000000005,910,2450.6666666666665,1506.4444444444443,0.0,0.0
655,SKIN14,Neck,1.09,910,2480.0,1516.111111111111,0.0,0.0
668,SKIN14,Leg,-8.574,910,2588.8888888888887,1235.0,0.0,0.0
681,SKIN14,Forearm,1.5059999999999998,910,2492.0833333333335,1509.1666666666667,0.0,0.0
643,SKIN14,Bicep,3.8020000000000005,930,2550.3333333333335,1556.4444444444443,0.0,0.0
656,SKIN14,Neck,1.09,930,2525.1111111111113,1551.6666666666667,0.0,0.0
669,SKIN14,Leg,-8.574,930,2575.6666666666665,1342.111111111111,0.0,0.0
682,SKIN14,Forearm,1.5059999999999998,930,2548.75,1540.9166666666667,0.0,0.0
644,SKIN14,Bicep,3.8020000000000005,950,2424.0,1702.5555555555557,0.0,0.0
657,SKIN14,Neck,1.09,950,2428.222222222222,1720.888888888889,0.0,0.0
670,SKIN14,Leg,-8.574,950,2586.5555555555557,1602.3333333333333,0.0,0.0
683,SKIN14,Forearm,1.5059999999999998,950,2524.9166666666665,1723.5833333333333,0.0,0.0
645,SKIN14,Bicep,3.8020000000000005,980,2465.5555555555557,1804.0,0.0,0.0
658,SKIN14,Neck,1.09,980,2451.0,1794.5555555555557,0.0,0.0
671,SKIN14,Leg,-8.574,980,2578.3333333333335,1795.888888888889,0.0,0.0
684,SKIN14,Forearm,1.5059999999999998,980,2541.6666666666665,1822.3333333333333,0.0,0.0
646,SKIN14,Bicep,3.8020000000000005,1030,2332.777777777778,1877.5555555555557,0.0,0.0
659,SKIN14,Neck,1.09,1030,2343.8888888888887,1879.0,0.0,0.0
672,SKIN14,Leg,-8.574,1030,2373.4444444444443,1846.2222222222222,0.0,0.0
685,SKIN14,Forearm,1.5059999999999998,1030,2352.25,1869.4166666666667,0.0,0.0
647,SKIN14,Bicep,3.8020000000000005,1080,2325.6666666666665,1933.0,0.0,0.0
660,SKIN14,Neck,1.09,1080,2306.1111111111113,1930.5555555555557,0.0,0.0
673,SKIN14,Leg,-8.574,1080,2330.222222222222,1918.111111111111,0.0,0.0
686,SKIN14,Forearm,1.5059999999999998,1080,2314.1666666666665,1927.4166666666667,0.0,0.0
648,SKIN14,Bicep,3.8020000000000005,1100,2313.0,1946.2222222222222,0.0,0.0
661,SKIN14,Neck,1.09,1100,2312.6666666666665,1945.6666666666667,0.0,0.0
674,SKIN14,Leg,-8.574,1100,2331.1111111111113,1946.0,0.0,0.0
687,SKIN14,Forearm,1.5059999999999998,1100,2327.5,1945.5,0.0,0.0
649,SKIN14,Bicep,3.8020000000000005,1210,2574.777777777778,1802.111111111111,0.0,0.0
662,SKIN14,Neck,1.09,1210,2566.777777777778,1824.3333333333333,0.0,0.0
675,SKIN14,Leg,-8.574,1210,2576.5555555555557,1828.3333333333333,0.0,0.0
688,SKIN14,Forearm,1.5059999999999998,1210,2577.9166666666665,1733.6666666666667,0.0,0.0
689,SKIN15,Bicep,32.224000000000004,700,3240.8888888888887,398.6666666666667,0.0,0.0
702,SKIN15,Neck,23.472,700,3867.3333333333335,114.11111111111111,3.901373283395755e-06,0.3333333333333333
715,SKIN15,Leg,33.368,700,3770.8888888888887,382.44444444444446,0.0,0.0
728,SKIN15,Forearm,16.216,700,4033.0833333333335,0.0,0.0001252706577715356,1.0
690,SKIN15,Bicep,32.224000000000004,730,3072.5555555555557,619.5555555555555,0.0,0.0
703,SKIN15,Neck,23.472,730,3635.222222222222,317.8888888888889,1.4630149812734083e-06,0.2222222222222222
716,SKIN15,Leg,33.368,730,3514.5555555555557,664.7777777777778,0.0,0.0
729,SKIN15,Forearm,16.216,730,3906.6666666666665,0.0,3.858702013108615e-05,1.0
691,SKIN15,Bicep,32.224000000000004,760,2805.4444444444443,1030.888888888889,0.0,0.0
704,SKIN15,Neck,23.472,760,3211.3333333333335,753.3333333333334,0.0,0.0
717,SKIN15,Leg,33.368,760,3131.4444444444443,1094.5555555555557,0.0,0.0
730,SKIN15,Forearm,16.216,760,3423.6666666666665,227.5,1.8287687265917604e-07,0.08333333333333333
692,SKIN15,Bicep,32.224000000000004,800,2647.3333333333335,1337.4444444444443,0.0,0.0
705,SKIN15,Neck,23.472,800,2920.0,1138.888888888889,0.0,0.0
718,SKIN15,Leg,33.368,800,2867.4444444444443,1370.888888888889,0.0,0.0
731,SKIN15,Forearm,16.216,800,3127.6666666666665,718.5,0.0,0.0
693,SKIN15,Bicep,32.224000000000004,850,2466.1111111111113,1632.111111111111,0.0,0.0
706,SKIN15,Neck,23.472,850,2621.5555555555557,1527.2222222222222,0.0,0.0
719,SKIN15,Leg,33.368,850,2587.0,1663.0,0.0,0.0
732,SKIN15,Forearm,16.216,850,2782.25,1232.4166666666667,0.0,0.0
694,SKIN15,Bicep,32.224000000000004,910,2434.5555555555557,1714.7777777777778,0.0,0.0
707,SKIN15,Neck,23.472,910,2425.5555555555557,1726.6666666666667,0.0,0.0
720,SKIN15,Leg,33.368,910,2439.0,1812.6666666666667,0.0,0.0
733,SKIN15,Forearm,16.216,910,2465.75,1516.5,0.0,0.0
695,SKIN15,Bicep,32.224000000000004,930,2545.777777777778,1685.4444444444443,0.0,0.0
708,SKIN15,Neck,23.472,930,2526.3333333333335,1731.111111111111,0.0,0.0
721,SKIN15,Leg,33.368,930,2549.1111111111113,1821.4444444444443,0.0,0.0
734,SKIN15,Forearm,16.216,930,2543.9166666666665,1544.9166666666667,0.0,0.0
696,SKIN15,Bicep,32.224000000000004,950,2358.777777777778,1819.111111111111,0.0,0.0
709,SKIN15,Neck,23.472,950,2444.1111111111113,1855.111111111111,0.0,0.0
722,SKIN15,Leg,33.368,950,2429.777777777778,1894.5555555555557,0.0,0.0
735,SKIN15,Forearm,16.216,950,2482.9166666666665,1740.3333333333333,0.0,0.0
697,SKIN15,Bicep,32.224000000000004,980,2406.8888888888887,1841.111111111111,0.0,0.0
710,SKIN15,Neck,23.472,980,2525.6666666666665,1828.3333333333333,0.0,0.0
723,SKIN15,Leg,33.368,980,2508.777777777778,1847.0,0.0,0.0
736,SKIN15,Forearm,16.216,980,2548.6666666666665,1830.5833333333333,0.0,0.0
698,SKIN15,Bicep,32.224000000000004,1030,2315.1111111111113,1910.4444444444443,0.0,0.0
711,SKIN15,Neck,23.472,1030,2337.777777777778,1946.5555555555557,0.0,0.0
724,SKIN15,Leg,33.368,1030,2309.4444444444443,1958.7777777777778,0.0,0.0
737,SKIN15,Forearm,16.216,1030,2352.6666666666665,1881.9166666666667,0.0,0.0
699,SKIN15,Bicep,32.224000000000004,1080,2304.5555555555557,1945.3333333333333,0.0,0.0
712,SKIN15,Neck,23.472,1080,2301.222222222222,1966.4444444444443,0.0,0.0
725,SKIN15,Leg,33.368,1080,2302.8888888888887,1976.6666666666667,0.0,0.0
738,SKIN15,Forearm,16.216,1080,2305.8333333333335,1921.75,0.0,0.0
700,SKIN15,Bicep,32.224000000000004,1100,2304.5555555555557,1948.3333333333333,0.0,0.0
713,SKIN15,Neck,23.472,1100,2304.4444444444443,1962.3333333333333,0.0,0.0
726,SKIN15,Leg,33.368,1100,2315.3333333333335,1978.3333333333333,0.0,0.0
739,SKIN15,Forearm,16.216,1100,2312.5833333333335,1947.9166666666667,0.0,0.0
701,SKIN15,Bicep,32.224000000000004,1210,2569.0,1778.2222222222222,0.0,0.0
714,SKIN15,Neck,23.472,1210,2578.1111111111113,1809.111111111111,0.0,0.0
727,SKIN15,Leg,33.368,1210,2572.3333333333335,1846.4444444444443,0.0,0.0
740,SKIN15,Forearm,16.216,1210,2618.1666666666665,1770.9166666666667,0.0,0.0
741,SKIN16,Bicep,50.339999999999996,700,2732.3333333333335,1376.4444444444443,0.0,0.0
754,SKIN16,Neck,39.056,700,2900.8888888888887,1101.5555555555557,0.0,0.0
767,SKIN16,Leg,40.074,700,3146.4444444444443,862.7777777777778,0.0,0.0
780,SKIN16,Forearm,47.834,700,2995.6666666666665,769.0833333333334,0.0,0.0
742,SKIN16,Bicep,50.339999999999996,730,2633.6666666666665,1503.888888888889,0.0,0.0
755,SKIN16,Neck,39.056,730,2776.3333333333335,1239.0,0.0,0.0
768,SKIN16,Leg,40.074,730,3006.777777777778,1049.2222222222222,0.0,0.0
781,SKIN16,Forearm,47.834,730,2873.4166666666665,962.9166666666666,0.0,0.0
743,SKIN16,Bicep,50.339999999999996,760,2509.3333333333335,1655.888888888889,0.0,0.0
756,SKIN16,Neck,39.056,760,2587.6666666666665,1465.3333333333333,0.0,0.0
769,SKIN16,Leg,40.074,760,2752.3333333333335,1342.5555555555557,0.0,0.0
782,SKIN16,Forearm,47.834,760,2721.5833333333335,1213.4166666666667,0.0,0.0
744,SKIN16,Bicep,50.339999999999996,800,2438.3333333333335,1775.111111111111,0.0,0.0
757,SKIN16,Neck,39.056,800,2492.222222222222,1647.5555555555557,0.0,0.0
770,SKIN16,Leg,40.074,800,2627.222222222222,1541.6666666666667,0.0,0.0
783,SKIN16,Forearm,47.834,800,2650.5,1452.9166666666667,0.0,0.0
745,SKIN16,Bicep,50.339999999999996,850,2353.0,1837.6666666666667,0.0,0.0
758,SKIN16,Neck,39.056,850,2402.5555555555557,1803.7777777777778,0.0,0.0
771,SKIN16,Leg,40.074,850,2463.1111111111113,1741.7777777777778,0.0,0.0
784,SKIN16,Forearm,47.834,850,2567.8333333333335,1635.1666666666667,0.0,0.0
746,SKIN16,Bicep,50.339999999999996,910,2441.3333333333335,1838.111111111111,0.0,0.0
759,SKIN16,Neck,39.056,910,2459.1111111111113,1791.5555555555557,0.0,0.0
772,SKIN16,Leg,40.074,910,2440.222222222222,1810.111111111111,0.0,0.0
785,SKIN16,Forearm,47.834,910,2570.4166666666665,1691.5,0.0,0.0
747,SKIN16,Bicep,50.339999999999996,930,2546.3333333333335,1810.5555555555557,0.0,0.0
760,SKIN16,Neck,39.056,930,2583.8888888888887,1744.0,0.0,0.0
773,SKIN16,Leg,40.074,930,2569.777777777778,1792.3333333333333,0.0,0.0
786,SKIN16,Forearm,47.834,930,2680.4166666666665,1676.75,0.0,0.0
748,SKIN16,Bicep,50.339999999999996,950,2336.3333333333335,1866.888888888889,0.0,0.0
761,SKIN16,Neck,39.056,950,2362.1111111111113,1873.4444444444443,0.0,0.0
774,SKIN16,Leg,40.074,950,2374.0,1884.5555555555557,0.0,0.0
787,SKIN16,Forearm,47.834,950,2439.5,1797.5,0.0,0.0
749,SKIN16,Bicep,50.339999999999996,980,2433.4444444444443,1834.5555555555557,0.0,0.0
762,SKIN16,Neck,39.056,980,2463.777777777778,1891.6666666666667,0.0,0.0
775,SKIN16,Leg,40.074,980,2456.0,1869.4444444444443,0.0,0.0
788,SKIN16,Forearm,47.834,980,2506.75,1844.4166666666667,0.0,0.0
750,SKIN16,Bicep,50.339999999999996,1030,2335.222222222222,1936.5555555555557,0.0,0.0
763,SKIN16,Neck,39.056,1030,2318.5555555555557,1927.7777777777778,0.0,0.0
776,SKIN16,Leg,40.074,1030,2343.4444444444443,1948.5555555555557,0.0,0.0
789,SKIN16,Forearm,47.834,1030,2349.9166666666665,1905.8333333333333,0.0,0.0
751,SKIN16,Bicep,50.339999999999996,1080,2296.8888888888887,1973.888888888889,0.0,0.0
764,SKIN16,Neck,39.056,1080,2303.777777777778,1967.888888888889,0.0,0.0
777,SKIN16,Leg,40.074,1080,2287.0,1970.5555555555557,0.0,0.0
790,SKIN16,Forearm,47.834,1080,2317.25,1943.1666666666667,0.0,0.0
752,SKIN16,Bicep,50.339999999999996,1100,2307.0,1971.111111111111,0.0,0.0
765,SKIN16,Neck,39.056,1100,2321.5555555555557,1973.6666666666667,0.0,0.0
778,SKIN16,Leg,40.074,1100,2298.5555555555557,1973.4444444444443,0.0,0.0
791,SKIN16,Forearm,47.834,1100,2317.6666666666665,1959.75,0.0,0.0
753,SKIN16,Bicep,50.339999999999996,1210,2569.3333333333335,1794.6666666666667,0.0,0.0
766,SKIN16,Neck,39.056,1210,2672.1111111111113,1711.5555555555557,0.0,0.0
779,SKIN16,Leg,40.074,1210,2605.0,1794.3333333333333,0.0,0.0
792,SKIN16,Forearm,47.834,1210,2716.5833333333335,1656.25,0.0,0.0
793,SKIN17,Bicep,17.034,700,4087.222222222222,0.0,0.00037648252184769036,1.0
806,SKIN17,Neck,30.184000000000005,700,3772.777777777778,92.77777777777777,1.1460284019975033e-05,0.5555555555555556
819,SKIN17,Leg,16.844,700,4095.0,0.0,0.0004571921816479401,1.0
832,SKIN17,Forearm,29.913999999999998,700,4095.0,0.0,0.00019358823234349922,1.0
794,SKIN17,Bicep,17.034,730,3935.5555555555557,0.0,0.0001441069756554307,1.0
807,SKIN17,Neck,30.184000000000005,730,3572.3333333333335,291.1111111111111,0.0,0.0
820,SKIN17,Leg,16.844,730,4095.0,0.0,0.00012289325842696627,1.0
833,SKIN17,Forearm,29.913999999999998,730,4091.6428571428573,0.0,7.02247191011236e-05,1.0
795,SKIN17,Bicep,17.034,760,3418.8888888888887,105.11111111111111,5.852059925093633e-06,0.3333333333333333
808,SKIN17,Neck,30.184000000000005,760,3155.1111111111113,800.2222222222222,0.0,0.0
821,SKIN17,Leg,16.844,760,3710.5555555555557,167.11111111111111,9.75343320848939e-07,0.3333333333333333
834,SKIN17,Forearm,29.913999999999998,760,3664.5714285714284,245.07142857142858,1.5675160513643662e-07,0.07142857142857142
796,SKIN17,Bicep,17.034,800,3064.0,695.3333333333334,0.0,0.0
809,SKIN17,Neck,30.184000000000005,800,2924.1111111111113,1159.888888888889,0.0,0.0
822,SKIN17,Leg,16.844,800,3231.222222222222,719.3333333333334,0.0,0.0
835,SKIN17,Forearm,29.913999999999998,800,3269.1428571428573,792.8571428571429,0.0,0.0
797,SKIN17,Bicep,17.034,850,2722.8888888888887,1284.2222222222222,0.0,0.0
810,SKIN17,Neck,30.184000000000005,850,2651.8888888888887,1505.6666666666667,0.0,0.0
823,SKIN17,Leg,16.844,850,2769.8888888888887,1328.888888888889,0.0,0.0
836,SKIN17,Forearm,29.913999999999998,850,2834.714285714286,1347.5714285714287,0.0,0.0
798,SKIN17,Bicep,17.034,910,2513.222222222222,1560.5555555555557,0.0,0.0
811,SKIN17,Neck,30.184000000000005,910,2421.3333333333335,1674.6666666666667,0.0,0.0
824,SKIN17,Leg,16.844,910,2449.1111111111113,1665.0,0.0,0.0
837,SKIN17,Forearm,29.913999999999998,910,2521.0714285714284,1654.4285714285713,0.0,0.0
799,SKIN17,Bicep,17.034,930,2568.0,1572.7777777777778,0.0,0.0
812,SKIN17,Neck,30.184000000000005,930,2532.0,1674.3333333333333,0.0,0.0
825,SKIN17,Leg,16.844,930,2561.1111111111113,1700.111111111111,0.0,0.0
838,SKIN17,Forearm,29.913999999999998,930,2591.5,1690.642857142857,0.0,0.0
800,SKIN17,Bicep,17.034,950,2441.6666666666665,1741.3333333333333,0.0,0.0
813,SKIN17,Neck,30.184000000000005,950,2460.6666666666665,1809.7777777777778,0.0,0.0
826,SKIN17,Leg,16.844,950,2462.5555555555557,1842.0,0.0,0.0
839,SKIN17,Forearm,29.913999999999998,950,2520.0,1815.142857142857,0.0,0.0
801,SKIN17,Bicep,17.034,980,2449.222222222222,1820.2222222222222,0.0,0.0
814,SKIN17,Neck,30.184000000000005,980,2517.8888888888887,1834.7777777777778,0.0,0.0
827,SKIN17,Leg,16.844,980,2547.0,1832.7777777777778,0.0,0.0
840,SKIN17,Forearm,29.913999999999998,980,2598.6428571428573,1823.857142857143,0.0,0.0
802,SKIN17,Bicep,17.034,1030,2363.3333333333335,1894.111111111111,0.0,0.0
815,SKIN17,Neck,30.184000000000005,1030,2361.777777777778,1903.111111111111,0.0,0.0
828,SKIN17,Leg,16.844,1030,2333.6666666666665,1942.4444444444443,0.0,0.0
841,SKIN17,Forearm,29.913999999999998,1030,2395.5,1914.4285714285713,0.0,0.0
803,SKIN17,Bicep,17.034,1080,2311.8888888888887,1939.6666666666667,0.0,0.0
816,SKIN17,Neck,30.184000000000005,1080,2320.1111111111113,1938.7777777777778,0.0,0.0
829,SKIN17,Leg,16.844,1080,2300.1111111111113,1976.6666666666667,0.0,0.0
842,SKIN17,Forearm,29.913999999999998,1080,2329.214285714286,1950.7857142857142,0.0,0.0
804,SKIN17,Bicep,17.034,1100,2303.222222222222,1950.6666666666667,0.0,0.0
817,SKIN17,Neck,30.184000000000005,1100,2326.4444444444443,1951.5555555555557,0.0,0.0
830,SKIN17,Leg,16.844,1100,2320.4444444444443,1973.0,0.0,0.0
843,SKIN17,Forearm,29.913999999999998,1100,2336.6428571428573,1960.0,0.0,0.0
805,SKIN17,Bicep,17.034,1210,2607.0,1764.5555555555557,0.0,0.0
818,SKIN17,Neck,30.184000000000005,1210,2596.1111111111113,1812.7777777777778,0.0,0.0
831,SKIN17,Leg,16.844,1210,2602.222222222222,1828.0,0.0,0.0
844,SKIN17,Forearm,29.913999999999998,1210,2628.3571428571427,1818.9285714285713,0.0,0.0
845,SKIN18,Bicep,20.59,700,4095.0,0.0,0.0003250331616729089,1.0
858,SKIN18,Neck,25.35,700,3515.1111111111113,378.55555555555554,1.2191791510611735e-06,0.1111111111111111
871,SKIN18,Leg,16.57,700,4095.0,0.0,0.0005788662609238451,1.0
884,SKIN18,Forearm,25.036,700,4095.0,0.0,0.0001587371254681648,1.0
846,SKIN18,Bicep,20.59,730,4075.1111111111113,0.0,7.363842072409489e-05,1.0
859,SKIN18,Neck,25.35,730,3343.5555555555557,601.4444444444445,0.0,0.0
872,SKIN18,Leg,16.57,730,4095.0,0.0,0.0002626111891385768,1.0
885,SKIN18,Forearm,25.036,730,4093.0,4.583333333333333,5.906922986891384e-05,1.0
847,SKIN18,Bicep,20.59,760,3535.3333333333335,316.0,0.0,0.0
860,SKIN18,Neck,25.35,760,2983.0,1045.6666666666667,0.0,0.0
873,SKIN18,Leg,16.57,760,3900.3333333333335,223.55555555555554,9.75343320848939e-07,0.1111111111111111
886,SKIN18,Forearm,25.036,760,3702.0833333333335,270.8333333333333,9.143843632958802e-07,0.16666666666666666
848,SKIN18,Bicep,20.59,800,3160.222222222222,864.0,0.0,0.0
861,SKIN18,Neck,25.35,800,2772.8888888888887,1336.5555555555557,0.0,0.0
874,SKIN18,Leg,16.57,800,3405.3333333333335,801.7777777777778,0.0,0.0
887,SKIN18,Forearm,25.036,800,3294.1666666666665,788.0833333333334,0.0,0.0
849,SKIN18,Bicep,20.59,850,2707.3333333333335,1405.888888888889,0.0,0.0
862,SKIN18,Neck,25.35,850,2544.3333333333335,1647.888888888889,0.0,0.0
875,SKIN18,Leg,16.57,850,2861.0,1382.3333333333333,0.0,0.0
888,SKIN18,Forearm,25.036,850,2823.75,1346.6666666666667,0.0,0.0
850,SKIN18,Bicep,20.59,910,2429.6666666666665,1706.0,0.0,0.0
863,SKIN18,Neck,25.35,910,2424.222222222222,1776.0,0.0,0.0
876,SKIN18,Leg,16.57,910,2485.0,1633.888888888889,0.0,0.0
889,SKIN18,Forearm,25.036,910,2617.6666666666665,1642.9166666666667,0.0,0.0
851,SKIN18,Bicep,20.59,930,2543.1111111111113,1725.4444444444443,0.0,0.0
864,SKIN18,Neck,25.35,930,2519.1111111111113,1777.888888888889,0.0,0.0
877,SKIN18,Leg,16.57,930,2569.1111111111113,1704.7777777777778,0.0,0.0
890,SKIN18,Forearm,25.036,930,2586.9166666666665,1676.8333333333333,0.0,0.0
852,SKIN18,Bicep,20.59,950,2424.5555555555557,1852.3333333333333,0.0,0.0
865,SKIN18,Neck,25.35,950,2411.0,1848.6666666666667,0.0,0.0
878,SKIN18,Leg,16.57,950,2525.3333333333335,1737.888888888889,0.0,0.0
891,SKIN18,Forearm,25.036,950,2553.5,1782.4166666666667,0.0,0.0
853,SKIN18,Bicep,20.59,980,2527.777777777778,1830.6666666666667,0.0,0.0
866,SKIN18,Neck,25.35,980,2528.4444444444443,1823.4444444444443,0.0,0.0
879,SKIN18,Leg,16.57,980,2570.5555555555557,1749.4444444444443,0.0,0.0
892,SKIN18,Forearm,25.036,980,2584.9166666666665,1808.5833333333333,0.0,0.0
854,SKIN18,Bicep,20.59,1030,2343.5555555555557,1949.0,0.0,0.0
867,SKIN18,Neck,25.35,1030,2342.777777777778,1929.0,0.0,0.0
880,SKIN18,Leg,16.57,1030,2343.3333333333335,1912.3333333333333,0.0,0.0
893,SKIN18,Forearm,25.036,1030,2414.3333333333335,1892.0,0.0,0.0
855,SKIN18,Bicep,20.59,1080,2284.8888888888887,1970.7777777777778,0.0,0.0
868,SKIN18,Neck,25.35,1080,2297.6666666666665,1960.888888888889,0.0,0.0
881,SKIN18,Leg,16.57,1080,2314.1111111111113,1954.0,0.0,0.0
894,SKIN18,Forearm,25.036,1080,2341.6666666666665,1933.75,0.0,0.0
856,SKIN18,Bicep,20.59,1100,2293.1111111111113,1968.2222222222222,0.0,0.0
869,SKIN18,Neck,25.35,1100,2303.5555555555557,1958.5555555555557,0.0,0.0
882,SKIN18,Leg,16.57,1100,2320.222222222222,1959.111111111111,0.0,0.0
895,SKIN18,Forearm,25.036,1100,2330.5833333333335,1952.75,0.0,0.0
857,SKIN18,Bicep,20.59,1210,2563.8888888888887,1819.0,0.0,0.0
870,SKIN18,Neck,25.35,1210,2560.6666666666665,1833.0,0.0,0.0
883,SKIN18,Leg,16.57,1210,2612.5555555555557,1852.888888888889,0.0,0.0
896,SKIN18,Forearm,25.036,1210,2622.0,1825.75,0.0,0.0
897,SKIN19,Bicep,-31.844,700,4095.0,0.0,0.002186963561173533,1.0
910,SKIN19,Neck,-59.236000000000004,700,4095.0,0.0,0.0025907556960049942,1.0
923,SKIN19,Leg,-51.720000000000006,700,4095.0,0.0,0.0032093671972534326,1.0
936,SKIN19,Forearm,-9.440000000000001,700,4095.0,0.0,0.0021102162336142324,1.0
898,SKIN19,Bicep,-31.844,730,4095.0,0.0,0.002006281210986267,1.0
911,SKIN19,Neck,-59.236000000000004,730,4095.0,0.0,0.002471032303370787,1.0
924,SKIN19,Leg,-51.720000000000006,730,4095.0,0.0,0.002954071083021223,1.0
937,SKIN19,Forearm,-9.440000000000001,730,4095.0,0.0,0.0018232824204119846,1.0
899,SKIN19,Bicep,-31.844,760,4095.0,0.0,0.0015212917446941322,1.0
912,SKIN19,Neck,-59.236000000000004,760,4095.0,0.0,0.0018877769975031214,1.0
925,SKIN19,Leg,-51.720000000000006,760,4095.0,0.0,0.0022976650280898876,1.0
938,SKIN19,Forearm,-9.440000000000001,760,4095.0,0.0,0.0011705948618913858,1.0
900,SKIN19,Bicep,-31.844,800,4095.0,0.0,0.001048250234082397,1.0
913,SKIN19,Neck,-59.236000000000004,800,4095.0,0.0,0.0013813299781523097,1.0
926,SKIN19,Leg,-51.720000000000006,800,4095.0,0.0,0.0018338892790262175,1.0
939,SKIN19,Forearm,-9.440000000000001,800,4095.0,0.0,0.0006179409527153558,1.0
901,SKIN19,Bicep,-31.844,850,3960.3333333333335,0.0,0.0001945809925093633,1.0
914,SKIN19,Neck,-59.236000000000004,850,4095.0,0.0,0.0004147647471910112,1.0
927,SKIN19,Leg,-51.720000000000006,850,4095.0,0.0,0.0008834172128589264,1.0
940,SKIN19,Forearm,-9.440000000000001,850,3952.3333333333335,3.3333333333333335,2.8528792134831455e-05,0.9166666666666666
902,SKIN19,Bicep,-31.844,910,2905.4444444444443,348.1111111111111,0.0,0.0
915,SKIN19,Neck,-59.236000000000004,910,3298.0,185.33333333333334,4.876716604244695e-07,0.2222222222222222
928,SKIN19,Leg,-51.720000000000006,910,3754.6666666666665,10.222222222222221,9.021925717852683e-06,0.6666666666666666
941,SKIN19,Forearm,-9.440000000000001,910,2920.25,738.0833333333334,0.0,0.0
903,SKIN19,Bicep,-31.844,930,2655.4444444444443,578.3333333333334,0.0,0.0
916,SKIN19,Neck,-59.236000000000004,930,2970.0,498.22222222222223,0.0,0.0
929,SKIN19,Leg,-51.720000000000006,930,3330.3333333333335,328.1111111111111,0.0,0.0
942,SKIN19,Forearm,-9.440000000000001,930,2667.6666666666665,990.25,0.0,0.0
904,SKIN19,Bicep,-31.844,950,2731.222222222222,987.8888888888889,0.0,0.0
917,SKIN19,Neck,-59.236000000000004,950,2965.222222222222,951.7777777777778,0.0,0.0
930,SKIN19,Leg,-51.720000000000006,950,3256.222222222222,790.8888888888889,0.0,0.0
943,SKIN19,Forearm,-9.440000000000001,950,2777.0,1318.9166666666667,0.0,0.0
905,SKIN19,Bicep,-31.844,980,2684.6666666666665,1356.5555555555557,0.0,0.0
918,SKIN19,Neck,-59.236000000000004,980,2823.3333333333335,1380.5555555555557,0.0,0.0
931,SKIN19,Leg,-51.720000000000006,980,3057.6666666666665,1263.111111111111,0.0,0.0
944,SKIN19,Forearm,-9.440000000000001,980,2767.4166666666665,1603.25,0.0,0.0
906,SKIN19,Bicep,-31.844,1030,2399.4444444444443,1564.6666666666667,0.0,0.0
919,SKIN19,Neck,-59.236000000000004,1030,2505.4444444444443,1601.6666666666667,0.0,0.0
932,SKIN19,Leg,-51.720000000000006,1030,2628.222222222222,1544.4444444444443,0.0,0.0
