,ITA,SSIM
652,1.5059999999999998,0.9999806880950928
653,1.5059999999999998,0.9999802112579346
654,1.5059999999999998,0.9999821782112122
655,1.5059999999999998,0.9999791383743286
656,1.5059999999999998,0.9999764561653137
657,1.5059999999999998,0.9999772906303406
658,1.5059999999999998,0.9999740123748779
659,1.5059999999999998,0.9999744296073914
660,1.5059999999999998,0.9999759197235107
661,1.5059999999999998,0.9999731779098511
662,1.5059999999999998,0.9999722838401794
702,16.216,0.9999779860178629
703,16.216,0.999978224436442
704,16.216,0.9999779860178629
705,16.216,0.9999761581420898
706,16.216,0.9999747276306152
707,16.216,0.9999784628550211
708,16.216,0.9999780654907227
709,16.216,0.9999759991963705
710,16.216,0.9999740918477377
711,16.216,0.9999745686848959
712,16.216,0.9999715487162272
713,16.216,0.9999709924062093
714,16.216,0.9999676545461019
754,47.834,0.9999844233194987
755,47.834,0.9999836285909017
756,47.834,0.9999826749165853
757,47.834,0.9999812444051107
758,47.834,0.9999814033508301
759,47.834,0.9999846617380778
760,47.834,0.9999845027923584
761,47.834,0.9999831517537435
762,47.834,0.9999813238779703
763,47.834,0.9999798138936361
764,47.834,0.999980608622233
765,47.834,0.9999802112579346
766,47.834,0.9999794165293375
806,29.913999999999998,0.9999845027923584
807,29.913999999999998,0.9999840259552002
808,29.913999999999998,0.9999844233194987
809,29.913999999999998,0.9999847412109375
810,29.913999999999998,0.9999842643737793
811,29.913999999999998,0.9999836285909017
812,29.913999999999998,0.9999821186065674
813,29.913999999999998,0.9999817212422689
814,29.913999999999998,0.9999790191650391
815,29.913999999999998,0.9999799728393555
816,29.913999999999998,0.9999791781107584
817,29.913999999999998,0.9999806880950928
818,29.913999999999998,0.9999771118164062
858,25.036,0.9999833106994629
859,25.036,0.9999826749165853
860,25.036,0.999981959660848
861,25.036,0.999981164932251
862,25.036,0.999978224436442
863,25.036,0.9999774297078451
864,25.036,0.9999756813049316
865,25.036,0.9999762376149496
866,25.036,0.9999745686848959
867,25.036,0.9999746481577555
868,25.036,0.9999755223592123
869,25.036,0.9999768733978271
870,25.036,0.9999756813049316
910,-9.440000000000001,0.999983549118042
911,-9.440000000000001,0.9999834299087524
912,-9.440000000000001,0.9999837875366211
913,-9.440000000000001,0.9999825954437256
914,-9.440000000000001,0.9999817609786987
915,-9.440000000000001,0.9999816417694092
916,-9.440000000000001,0.9999819993972778
917,-9.440000000000001,0.9999817609786987
918,-9.440000000000001,0.9999783039093018
919,-9.440000000000001,0.9999815225601196
920,-9.440000000000001,0.9999804496765137
921,-9.440000000000001,0.9999793767929077
922,-9.440000000000001,0.9999797344207764
962,55.972,0.9999845822652181
963,55.972,0.9999844233194987
964,55.972,0.9999839464823405
965,55.972,0.9999830722808838
966,55.972,0.9999831517537435
967,55.972,0.9999857743581136
968,55.972,0.999986489613851
969,55.972,0.9999852975209554
970,55.972,0.9999844233194987
971,55.972,0.9999852975209554
972,55.972,0.9999840259552002
973,55.972,0.9999844233194987
974,55.972,0.9999825954437256
1014,48.471999999999994,0.9999868869781494
1015,48.471999999999994,0.9999865690867106
1016,48.471999999999994,0.9999860922495524
1017,48.471999999999994,0.999985138575236
1018,48.471999999999994,0.9999854564666748
1019,48.471999999999994,0.9999873638153076
1020,48.471999999999994,0.9999876022338867
1021,48.471999999999994,0.9999871253967285
1022,48.471999999999994,0.9999860922495524
1023,48.471999999999994,0.9999845822652181
1024,48.471999999999994,0.9999858538309733
1025,48.471999999999994,0.9999834696451823
1026,48.471999999999994,0.9999871253967285
1066,-13.534,0.9999839464823405
1067,-13.534,0.9999839464823405
1068,-13.534,0.9999841849009196
1069,-13.534,0.9999834696451823
1070,-13.534,0.999985138575236
1071,-13.534,0.9999849796295166
1072,-13.534,0.9999845027923584
1073,-13.534,0.9999814033508301
1074,-13.534,0.999978224436442
1075,-13.534,0.9999800523122152
1076,-13.534,0.9999768733978271
1077,-13.534,0.999977191289266
1078,-13.534,0.9999762376149496
1118,56.336,0.9999828338623047
1119,56.336,0.9999836285909017
1120,56.336,0.9999818801879883
1121,56.336,0.9999818801879883
1122,56.336,0.9999817212422689
1123,56.336,0.9999794165293375
1124,56.336,0.9999779065450033
1125,56.336,0.9999773502349854
1126,56.336,0.9999749660491943
1127,56.336,0.9999752839406332
1128,56.336,0.9999753634134928
1129,56.336,0.9999730587005615
1130,56.336,0.9999634424845377
1170,52.589999999999996,0.9999857743581136
1171,52.589999999999996,0.9999849796295166
1172,52.589999999999996,0.9999852975209554
1173,52.589999999999996,0.9999837875366211
1174,52.589999999999996,0.999983549118042
1175,52.589999999999996,0.9999860127766927
1176,52.589999999999996,0.9999864101409912
1177,52.589999999999996,0.9999848206837972
1178,52.589999999999996,0.9999833901723226
1179,52.589999999999996,0.9999845027923584
1180,52.589999999999996,0.9999844233194987
1181,52.589999999999996,0.9999830722808838
1182,52.589999999999996,0.9999796549479166
1222,17.05,0.9999863306681315
1223,22.184,0.9999863306681315
1224,17.05,0.9999857743581136
1225,22.184,0.9999857743581136
1226,17.05,0.9999861717224121
1227,22.184,0.9999861717224121
1228,17.05,0.9999849001566569
1229,22.184,0.9999849001566569
1230,17.05,0.9999837080637614
1231,22.184,0.9999837080637614
1232,17.05,0.9999822775522867
1233,22.184,0.9999822775522867
1234,17.05,0.9999802907307943
1235,22.184,0.9999802907307943
1236,17.05,0.9999808470408121
1237,22.184,0.9999808470408121
1238,17.05,0.9999772707621256
1239,22.184,0.9999772707621256
1240,17.05,0.9999761581420898
1241,22.184,0.9999761581420898
1242,17.05,0.9999754428863525
1243,22.184,0.9999754428863525
1244,17.05,0.9999731381734213
1245,22.184,0.9999731381734213
1246,17.05,0.9999657471974691
1247,22.184,0.9999657471974691
1287,-0.504,0.9999810854593912
1288,-0.504,0.9999809265136719
1289,-0.504,0.9999796549479166
1290,-0.504,0.9999807675679525
1291,-0.504,0.9999799728393555
1292,-0.504,0.9999765555063883
1293,-0.504,0.9999762376149496
1294,-0.504,0.999974250793457
1295,-0.504,0.9999705950419108
1296,-0.504,0.9999728202819824
1297,-0.504,0.9999748865763346
1298,-0.504,0.9999728202819824
1299,-0.504,0.9999605814615885
1339,-18.738,0.9999887943267822
1340,-18.738,0.9999892711639404
1341,-18.738,0.9999895095825195
1342,-18.738,0.9999896685282389
1343,-18.738,0.999988317489624
1344,-18.738,0.9999873638153076
1345,-18.738,0.9999880790710449
1346,-18.738,0.9999853769938151
1347,-18.738,0.9999816417694092
1348,-18.738,0.9999821980794271
1349,-18.738,0.9999831517537435
1350,-18.738,0.9999850591023763
1351,-18.738,0.9999863306681315
1391,-25.389999999999997,0.9999880790710449
1392,-25.389999999999997,0.9999881585439047
1393,-25.389999999999997,0.9999877611796061
1394,-25.389999999999997,0.9999872843424479
1395,-25.389999999999997,0.9999855359395345
1396,-25.389999999999997,0.999986489613851
1397,-25.389999999999997,0.9999863306681315
